"Date","Group","SF","Normalized_TWF","pLWP","mLWP"
"2019-11-03","Drought-tolerant understory",5.44527237321393,2.42854344996025,-0.396048387370533,-0.661424622737557
"2019-11-04","Drought-sensitive canopy",85.373993109292,44.2299051854241,-0.727189752632513,-1.36965332446493
"2019-11-04","Drought-sensitive understory",0.640764214707643,0.216587366504994,-0.613667255954135,-0.911095418095085
"2019-11-04","Drought-tolerant canopy",9.09557730240452,4.42391216691052,-0.56929400252066,-0.821077315454399
"2019-11-04","Drought-tolerant understory",5.37337852503169,2.33637861314962,-0.392785043230888,-0.650999311315414
"2019-11-05","Drought-sensitive canopy",82.1803458293405,37.2576352806995,-0.720003921337671,-1.38527601565157
"2019-11-05","Drought-sensitive understory",0.601908816669982,0.221195608345526,-0.621170507642361,-0.931622210289306
"2019-11-05","Drought-tolerant canopy",9.07563601484704,4.30870612089722,-0.570076182529436,-0.815061477762163
"2019-11-05","Drought-tolerant understory",5.29883164425636,2.31333740394696,-0.38991525017825,-0.645069141393823
"2019-11-06","Drought-sensitive canopy",79.1065338646915,23.91677515236,-0.713469462636066,-1.40085260549758
"2019-11-06","Drought-sensitive understory",0.565659018224608,0.156680222578081,-0.630099853501159,-0.957119172637749
"2019-11-06","Drought-tolerant canopy",9.04880644473922,2.97231598714301,-0.572177134007448,-0.810533658074908
"2019-11-06","Drought-tolerant understory",5.2235010117983,2.06910058639877,-0.388793221165314,-0.642738778532557
"2019-11-07","Drought-sensitive canopy",76.1731910959176,29.6955104203869,-0.709993881565939,-1.41640486260536
"2019-11-07","Drought-sensitive understory",0.532019913507646,0.211979124664462,-0.640781886508702,-0.987452978120891
"2019-11-07","Drought-tolerant canopy",9.01235218062069,4.59902535685073,-0.574832448709434,-0.807297617124465
"2019-11-07","Drought-tolerant understory",5.14925590856785,2.3041209202659,-0.390773169144778,-0.643112888291388
"2019-11-08","Drought-sensitive canopy",73.4009514035912,25.9950922224398,-0.71198468316553,-1.4319545555773
"2019-11-08","Drought-sensitive understory",0.500996596655221,0.193546157302335,-0.653543199643164,-1.02249029971921
"2019-11-08","Drought-tolerant canopy",8.9635368110311,3.5806039100932,-0.577277718390129,-0.805157115642662
"2019-11-08","Drought-tolerant understory",5.07796561547537,2.00458520063133,-0.397209307069335,-0.645296136230088
"2019-11-09","Drought-sensitive canopy",70.8104486682848,33.0272692710913,-0.718836794227643,-1.44642925269215
"2019-11-09","Drought-sensitive understory",0.472594161803461,0.170504948099676,-0.667175270911516,-1.06621436105119
"2019-11-09","Drought-tolerant canopy",8.89962392451011,4.27184018617297,-0.579213487396733,-0.805661543979639
"2019-11-09","Drought-tolerant understory",5.01149941343121,2.06449234455824,-0.408811605197417,-0.649943146386113
"2019-11-10","Drought-sensitive canopy",68.354384593035,28.5710994112971,-0.728605788016003,-1.45925232540396
"2019-11-10","Drought-sensitive understory",0.446720674943557,0.17972143178074,-0.681104878841603,-1.11957067767293
"2019-11-10","Drought-tolerant canopy",8.82631936934103,3.83866545316298,-0.581363567334875,-0.809798214871783
"2019-11-10","Drought-tolerant understory",4.94558065088696,2.09214179560143,-0.424538537607458,-0.657558041417584
"2019-11-11","Drought-sensitive canopy",65.9745745333902,29.999654381862,-0.741690139275236,-1.47118924707807
"2019-11-11","Drought-sensitive understory",0.423301483666517,0.170504948099676,-0.696611567192911,-1.17786936047134
"2019-11-11","Drought-tolerant canopy",8.75091019696869,4.16124238200021,-0.58449845084693,-0.816527772630292
"2019-11-11","Drought-tolerant understory",4.87495576272489,2.21195608345526,-0.44311707298216,-0.667019734815279
"2019-11-12","Drought-sensitive canopy",63.6753228486906,31.8844252946395,-0.758488322749967,-1.48300549107984
"2019-11-12","Drought-sensitive understory",0.402367604508188,0.221195608345526,-0.71497487972492,-1.23642052033329
"2019-11-12","Drought-tolerant canopy",8.67303180067494,3.6819852305849,-0.589388630575274,-0.824810861566366
"2019-11-12","Drought-tolerant understory",4.80002865950133,2.29951267842536,-0.46327418000423,-0.677207140069973
"2019-11-13","Drought-sensitive canopy",61.4609338982769,29.4743148120413,-0.779398813184824,-1.49546653077462
"2019-11-13","Drought-sensitive understory",0.383950054004419,0.207370882823931,-0.737474360197116,-1.2905342681457
"2019-11-13","Drought-tolerant canopy",8.59231957374167,3.89396435524936,-0.596804599162282,-0.833608125991205
"2019-11-13","Drought-tolerant understory",4.7212032517726,2.17969839057154,-0.48373682735637,-0.686999170672444
"2019-11-14","Drought-sensitive canopy",59.3357120414892,30.0180873492241,-0.804820085324433,-1.50933783952776
"2019-11-14","Drought-sensitive understory",0.368079848691055,0.207370882823931,-0.765389552368982,-1.33552071479544
"2019-11-14","Drought-tolerant canopy",8.50840890945073,3.51148028248522,-0.607516849250331,-0.841880210216007
"2019-11-14","Drought-tolerant understory",4.63888345009506,2.01840992615292,-0.503231983721284,-0.695274740113467
"2019-11-15","Drought-sensitive canopy",57.3039616376683,26.9628230089515,-0.835150613913418,-1.52538489070462
"2019-11-15","Drought-sensitive understory",0.354788005103946,0.239628575707653,-0.8,-1.36668997116943
"2019-11-15","Drought-tolerant canopy",8.42093520108399,4.90316931832583,-0.622295873481795,-0.848587758551972
"2019-11-15","Drought-tolerant understory",4.55347316502502,2.15665718136888,-0.520486617781676,-0.70091276188382
"2019-11-16","Drought-sensitive canopy",55.3699870461543,21.8983652262071,-0.870298466247704,-1.54366954478372
"2019-11-16","Drought-sensitive understory",0.344105539778937,0.216587366504994,-0.840806878306879,-1.38634784059584
"2019-11-16","Drought-tolerant canopy",8.32953384192332,4.36861326482414,-0.64030584518032,-0.85463480915772
"2019-11-16","Drought-tolerant understory",4.46537630711883,1.92624508934229,-0.536871218415808,-0.704593341949085
"2019-11-17","Drought-sensitive canopy",53.5380926262877,25.2900312208385,-0.909827240372773,-1.56342732409551
"2019-11-17","Drought-sensitive understory",0.336063469251876,0.184329673621272,-0.886458333333334,-1.4003057122602
"2019-11-17","Drought-tolerant canopy",8.23384022525059,4.32713908825935,-0.660268496841135,-0.861421509259366
"2019-11-17","Drought-tolerant understory",4.37499678693283,1.95850278222601,-0.554477458807112,-0.707814749961831
"2019-11-18","Drought-sensitive canopy",51.8125827374091,24.2531768067188,-0.953618707157591,-1.58418419478317
"2019-11-18","Drought-sensitive understory",0.330692810058611,0.184329673621272,-0.936954365079365,-1.40913207583539
"2019-11-18","Drought-tolerant canopy",8.13348974434766,3.92622204813309,-0.682290659863997,-0.868652666769358
"2019-11-18","Drought-tolerant understory",4.28273851502334,1.95389454038548,-0.573114084096052,-0.710683144943317
"2019-11-19","Drought-sensitive canopy",50.1977617388587,15.1565074135091,-1.00155463747112,-1.60546612298987
"2019-11-19","Drought-sensitive understory",0.328024578734989,0.138247255215954,-0.992294973544974,-1.4133954209943
"2019-11-19","Drought-tolerant canopy",8.02811779249641,3.65894402138224,-0.706479165648661,-0.876033089600139
"2019-11-19","Drought-tolerant understory",4.1890054019467,1.23040057142199,-0.592589839423093,-0.713304685914802
"2019-11-20","Drought-sensitive canopy",48.6979339899771,16.2348360041935,-1.05351680218234,-1.62679907485879
"2019-11-20","Drought-sensitive understory",0.328089791816858,0.35944286356148,-1.05248015873016,-1.41366423740981
"2019-11-20","Drought-tolerant canopy",7.91735976297869,4.13820117279755,-0.732940845594883,-0.883267585664157
"2019-11-20","Drought-tolerant understory",4.09420135825925,1.70044123915623,-0.612713469928699,-0.715785531897544
"2019-11-21","Drought-sensitive canopy",47.3174038501046,19.428347599682,-1.10938697216019,-1.64770901653312
"2019-11-21","Drought-sensitive understory",0.330919465840064,0.221195608345526,-1.11750992063492,-1.41050701475481
"2019-11-21","Drought-tolerant canopy",7.80085104907638,3.79258303475766,-0.76178253110242,-0.890060962873856
"2019-11-21","Drought-tolerant understory",3.99873029451731,1.72809069019942,-0.633293720753335,-0.718231841912801
"2019-11-22","Drought-sensitive canopy",46.0551104986564,27.8752548933768,-1.16904691827366,-1.66772191415604
"2019-11-22","Drought-sensitive understory",0.336451859560238,0.244236817548185,-1.18738425925926,-1.40449224270219
"2019-11-22","Drought-tolerant canopy",7.67863445006915,4.75570557942881,-0.793111053571026,-0.896118029141683
"2019-11-22","Drought-tolerant understory",3.90250757916737,2.19813135793366,-0.654139337037463,-0.720749774981832
"2019-11-23","Drought-sensitive canopy",44.9059706288199,24.7186092326125,-1.23237841139171,-1.68636373387073
"2019-11-23","Drought-sensitive understory",0.344601208234129,0.193546157302335,-1.26210317460317,-1.39618841092484
"2019-11-23","Drought-tolerant canopy",7.55109801418859,4.3778297485052,-0.827033244400457,-0.901143592380084
"2019-11-23","Drought-tolerant understory",3.80506898595681,1.90781212198016,-0.675059063921549,-0.723445490125896
"2019-11-24","Drought-sensitive canopy",43.868254870594,20.147233326805,-1.2992632223833,-1.70316044182037
"2019-11-24","Drought-sensitive understory",0.355362493149264,0.17972143178074,-1.34166666666667,-1.38616400909563
"2019-11-24","Drought-tolerant canopy",7.41839500814447,2.33637861314962,-0.86365593499047,-0.904842460501503
"2019-11-24","Drought-tolerant understory",3.70624903339341,1.72348244835889,-0.695861646546056,-0.726425146366251
"2019-11-25","Drought-sensitive canopy",42.9402338539774,17.7509475697285,NA,-1.71864166451268
"2019-11-25","Drought-sensitive understory",0.36873069559317,0.202762640983399,NA,-1.37363484300433
"2019-11-25","Drought-tolerant canopy",7.28067869864657,3.10595500051843,NA,-0.907580169625572
"2019-11-25","Drought-tolerant understory",3.6058822399849,1.54376101657815,NA,-0.729546609469291
"2019-11-26","Drought-sensitive canopy",42.1201782089692,23.8338267992304,NA,-1.73363783448048
"2019-11-26","Drought-sensitive understory",0.384700796853374,0.198154399142867,NA,-1.35756955163503
"2019-11-26","Drought-tolerant canopy",7.13810235240464,3.20733632101013,NA,-0.909898452487978
"2019-11-26","Drought-tolerant understory",3.50380312423903,1.67740002995357,NA,-0.732612601550627
"2019-11-27","Drought-sensitive canopy",41.4063585655681,16.594278867755,NA,-1.74812612690456
"2019-11-27","Drought-sensitive understory",0.403267778217402,0.170504948099676,NA,-1.33816587445211
"2019-11-27","Drought-tolerant canopy",6.99081923612845,3.34097533438555,NA,-0.911766411925249
"2019-11-27","Drought-tolerant understory",3.39984620466357,1.30874068271103,NA,-0.735646566155335
"2019-11-28","Drought-sensitive canopy",40.797045553773,19.0504717687584,NA,-1.76208371696574
"2019-11-28","Drought-sensitive understory",0.424426620972782,0.165896706259144,NA,-1.31562155091999
"2019-11-28","Drought-tolerant canopy",6.83898261652778,3.52530500800682,NA,-0.913153150773916
"2019-11-28","Drought-tolerant understory",3.29384599976626,1.48846211449177,NA,-0.738671946828494
"2019-11-29","Drought-sensitive canopy",40.2905098035827,12.9169018790106,NA,-1.77548777984481
"2019-11-29","Drought-sensitive understory",0.44817230640704,0.101381320491699,NA,-1.29013432050306
"2019-11-29","Drought-tolerant canopy",6.68274576031239,2.41011048259813,NA,-0.914027771870507
"2019-11-29","Drought-tolerant understory",3.18563702805485,1.12901925093029,NA,-0.741712187115182
"2019-11-30","Drought-sensitive canopy",39.885021944996,22.0089630303798,NA,-1.78831549072258
"2019-11-30","Drought-sensitive understory",0.474499815807703,0.248845059388717,NA,-1.26190192266572
"2019-11-30","Drought-tolerant canopy",6.52226193419205,3.44696489671778,NA,-0.914359378051551
"2019-11-30","Drought-tolerant understory",3.0750538080371,1.7833895922858,NA,-0.744790730560477
"2019-12-01","Drought-sensitive canopy",39.5788526080119,21.7739426965127,NA,-1.80054402477985
"2019-12-01","Drought-sensitive understory",0.503404130462298,0.152071980737549,NA,-1.23112209687236
"2019-12-01","Drought-tolerant canopy",6.35768440487652,2.03684289351505,NA,-0.914117072153578
"2019-12-01","Drought-tolerant understory",2.96193085822075,1.74191541572102,NA,-0.747931020709457
"2019-12-02","Drought-sensitive canopy",39.3702724226292,19.6633679335492,NA,-1.81215055719744
"2019-12-02","Drought-sensitive understory",0.534880231658353,0.152071980737549,NA,-1.51972771510285
"2019-12-02","Drought-tolerant canopy",6.18916643907557,2.48845059388717,NA,-0.913269957013116
"2019-12-02","Drought-tolerant understory",2.84610269711356,1.52993629105655,NA,-0.873965510354729
"2019-12-03","Drought-sensitive canopy",36.3703610265331,16.9260722802733,-1.05238095238095,-1.67619047619048
"2019-12-03","Drought-sensitive understory",0.353754966532455,0.147463738897017,-1.00833333333333,-1.80833333333333
"2019-12-03","Drought-tolerant canopy",6.0468882084119,2.70503796039216,-0.577777777777778,-0.713888888888889
"2019-12-03","Drought-tolerant understory",2.50894153340993,1.38247255215954,-0.746666666666667,-1
"2019-12-04","Drought-sensitive canopy",33.3704496304369,18.267070655868,-1.01710758377425,-1.5958315018315
"2019-12-04","Drought-sensitive understory",0.172629701406557,0.221195608345526,-1.13425925925926,-1.71450617283951
"2019-12-04","Drought-tolerant canopy",5.90460997774823,2.8847593921729,-0.592655677655678,-0.732952380952381
"2019-12-04","Drought-tolerant understory",2.17178036970629,1.28569947350837,-0.718024691358025,-0.896222943722945
"2019-12-05","Drought-sensitive canopy",35.1138828702823,19.8246563979678,-0.968606701940035,-1.52556288156288
"2019-12-05","Drought-sensitive understory",0.28923544197326,0.276494510431907,-1.30740740740741,-1.58549382716049
"2019-12-05","Drought-tolerant canopy",6.06676774331622,3.45618138039884,-0.602840862840863,-0.753322751322751
"2019-12-05","Drought-tolerant understory",2.30255154303618,1.42394672872432,-0.678641975308642,-0.809859307359308
"2019-12-06","Drought-sensitive canopy",36.8302309696762,18.2025552701006,-0.933333333333333,-1.46538461538462
"2019-12-06","Drought-sensitive understory",0.402644401875616,0.400917040126266,-1.43333333333333,-1.49166666666667
"2019-12-06","Drought-tolerant canopy",6.22655044412156,3.62207808665799,-0.608333333333334,-0.775
"2019-12-06","Drought-tolerant understory",2.43029777192529,1.35943134295688,-0.65,-0.740909090909091
"2019-12-07","Drought-sensitive canopy",38.5202490969419,17.6587827329178,-0.901399416909621,-1.42172314954239
"2019-12-07","Drought-sensitive understory",0.512939932158122,0.35944286356148,-1.42951895043732,-1.41402332361516
"2019-12-07","Drought-tolerant canopy",6.38430895105956,2.88015115033237,-0.606127681841968,-0.803126336248785
"2019-12-07","Drought-tolerant understory",2.55518007798055,1.2903077153489,-0.630255102040816,-0.699086712607121
"2019-12-08","Drought-sensitive canopy",40.1846924204022,13.4376332069907,-0.850968577907353,-1.39672063278477
"2019-12-08","Drought-sensitive understory",0.620205383865272,0.267278026750844,-1.30570942662779,-1.2987058632977
"2019-12-08","Drought-tolerant canopy",6.54039413502554,3.40549072015299,-0.595222105936392,-0.839415829823993
"2019-12-08","Drought-tolerant understory",2.67735948280885,0.97694727019274,-0.604818594104308,-0.687630311865006
"2019-12-09","Drought-sensitive canopy",41.8243161083804,12.3777375836684,-0.790573372206025,-1.38395061886607
